dyad,year,border,caprat,ally,dispute,jio,deml,depl,risk,_st,_d,_t,_t0,pyears
220770,1962,0,2.73,1,0,33.200001,5,.00039999999,12,1,0,12,11,11
220770,1963,0,2.6199999,1,0,34.400002,5,.00039999999,13,1,0,13,12,12
220770,1964,0,2.5799999,1,0,35.599998,5,.00039999999,14,1,0,14,13,13
220770,1965,0,2.23,1,0,36.799999,3,.00039999999,15,1,0,15,14,14
220770,1966,0,2.26,1,0,38,3,.00039999999,16,1,0,16,15,15
220770,1967,0,2.1900001,1,0,39.200001,3,.00039999999,17,1,0,17,16,16
220770,1968,0,2.1199999,1,0,40.400002,3,.00039999999,18,1,0,18,17,17
220770,1969,0,2.0699999,1,0,41.599998,3,.00060000003,19,1,0,19,18,18
220770,1970,0,1.98,1,0,42.799999,3,.00039999999,20,1,0,20,19,19
220770,1971,0,2.72,1,0,44,3,.00019999999,21,1,0,21,20,20
220770,1972,0,2.71,1,0,44,3,.00019999999,22,1,0,22,21,21
220770,1973,0,2.76,1,0,44,3,.00019999999,23,1,0,23,22,22
220770,1974,0,2.73,1,0,44,3,.00019999999,24,1,0,24,23,23
220770,1975,0,2.55,1,0,44,3,.00039999999,25,1,0,25,24,24
220770,1976,0,2.5599999,1,0,44,3,.00039999999,26,1,0,26,25,25
220770,1977,0,2.51,1,0,44,-7,.00039999999,27,1,0,27,26,26
220770,1978,0,2.47,1,0,44,-7,.00060000003,28,1,0,28,27,27
220770,1979,0,2.52,0,0,47,-7,.00039999999,29,1,0,29,28,28
220770,1980,0,2.48,0,0,50,-7,.00060000003,30,1,0,30,29,29
220770,1981,0,2.26,0,0,53,-7,.00079999998,31,1,0,31,30,30
220770,1982,0,2.0999999,0,0,52.799999,-7,.00039999999,32,1,0,32,31,31
220770,1983,0,2.9400001,0,0,52.599998,-7,.00039999999,33,1,0,33,32,32
220770,1984,0,1.75,0,0,52.400002,-7,.00039999999,34,1,0,34,33,33
220770,1985,0,1.21,0,0,52.200001,-4,.00039999999,35,1,0,35,34,34
220771,1973,0,6.21,0,0,,8,0,1,1,0,1,0,0
220771,1974,0,5.8800001,0,0,21.200001,-2,.00019999999,2,1,0,2,1,1
220771,1975,0,5.23,0,0,22.799999,-7,.00019999999,3,1,0,3,2,2
220771,1976,0,5.0700002,0,0,24.4,-7,.00019999999,4,1,0,4,3,3
220771,1977,0,4.8299999,0,0,26,-7,.00019999999,5,1,0,5,4,4
220771,1978,0,4.6399999,0,0,21,-4,.00019999999,6,1,0,6,5,5
220771,1979,0,4.6599998,0,0,27,-4,.00019999999,7,1,0,7,6,6
220771,1980,0,4.6199999,0,0,33,-4,.00019999999,8,1,0,8,7,7
220771,1981,0,4.1399999,0,0,39,-4,.00019999999,9,1,0,9,8,8
220771,1982,0,3.9000001,0,0,38.400002,-7,.00019999999,10,1,0,10,9,9
220771,1983,0,5.1300001,0,0,37.799999,-7,.00019999999,11,1,0,11,10,10
220771,1984,0,3.05,0,0,37.200001,-7,.00019999999,12,1,0,12,11,11
220771,1985,0,1.98,0,0,36.599998,-7,.00019999999,13,1,0,13,12,12
220775,1951,0,15.14,0,0,,8,0,1,1,0,1,0,0
220775,1952,0,15.92,0,0,19,10,0,2,1,0,2,1,1
220775,1953,0,14.82,0,0,19.5,10,0,3,1,0,3,2,2
220775,1954,0,15.29,0,0,20,10,0,4,1,0,4,3,3
220775,1955,0,14.42,0,0,20.5,10,0,5,1,0,5,4,4
220775,1956,0,14.96,0,0,21,10,0,6,1,0,6,5,5
220775,1957,0,14.49,0,0,21,10,0,7,1,0,7,6,6
220775,1958,0,14.18,0,0,21,5,0,8,1,0,8,7,7
220775,1959,0,13.28,0,0,21,5,0,9,1,0,9,8,8
220775,1960,0,13.09,0,0,21,5,0,10,1,0,10,9,9
220775,1961,0,11.54,0,0,21,5,0,11,1,0,11,10,10
220775,1962,0,10.97,0,0,21.5,-6,0,12,1,0,12,11,11
220775,1963,0,10.5,0,0,22,-7,0,13,1,0,13,12,12
220775,1964,0,10.34,0,0,22.5,-7,0,14,1,0,14,13,13
220775,1965,0,9.1499996,0,0,23,-7,0,15,1,0,15,14,14
220775,1966,0,9.8299999,0,0,23.5,-7,0,16,1,0,16,15,15
220775,1967,0,9.0500002,0,0,24,-7,0,17,1,0,17,16,16
220775,1968,0,8.8999996,0,0,24.5,-7,0,18,1,0,18,17,17
220775,1969,0,8.6099997,0,0,25,-7,0,19,1,0,19,18,18
220775,1970,0,8.3199997,0,0,25.5,-7,0,20,1,0,20,19,19
220775,1971,0,8.1599998,0,0,26,-7,0,21,1,0,21,20,20
220775,1972,0,7.9499998,0,0,26.142857,-7,0,22,1,0,22,21,21
220775,1973,0,8.0200005,0,0,26.285715,-7,0,23,1,0,23,22,22
220775,1974,0,7.6799998,0,0,26.428572,-6,0,24,1,0,24,23,23
220775,1975,0,7.0500002,0,0,26.571428,-6,0,25,1,0,25,24,24
220775,1976,0,7.1900001,0,0,26.714285,-6,0,26,1,0,26,25,25
220775,1977,0,7.0100002,0,0,26.857143,-6,0,27,1,0,27,26,26
220775,1978,0,6.8899999,0,0,27,-6,0,28,1,0,28,27,27
220775,1979,0,7.0700002,0,0,26.666666,-6,0,29,1,0,29,28,28
220775,1980,0,7,0,0,26.333334,-8,0,30,1,0,30,29,29
220775,1981,0,6.3299999,0,0,26,-8,0,31,1,0,31,30,30
220775,1982,0,6.0700002,0,0,25.6,-8,0,32,1,0,32,31,31
220775,1983,0,8.21,0,0,25.200001,-8,0,33,1,0,33,32,32
220775,1984,0,4.9499998,0,0,24.799999,-8,0,34,1,0,34,33,33
220775,1985,0,3.27,0,0,24.4,-8,0,35,1,0,35,34,34
220780,1951,0,37.040001,0,0,,7,.00019999999,1,1,0,1,0,0
220780,1952,0,38.610001,0,0,19,7,.00019999999,2,1,0,2,1,1
220780,1953,0,36.549999,0,0,19.75,7,.00019999999,3,1,0,3,2,2
220780,1954,0,38.900002,0,0,20.5,7,.00019999999,4,1,0,4,3,3
220780,1955,0,37.52,0,0,21.25,7,.00019999999,5,1,0,5,4,4
220780,1956,0,41.310001,0,0,22,7,.00019999999,6,1,0,6,5,5
220780,1957,0,39.279999,0,0,22.4,7,.00019999999,7,1,0,7,6,6
220780,1958,0,40.860001,0,0,22.799999,5,.00019999999,8,1,0,8,7,7
220780,1959,0,39.290001,0,0,23.200001,5,.00019999999,9,1,0,9,8,8
220780,1960,0,39.290001,0,0,23.6,5,.00019999999,10,1,0,10,9,9
220780,1961,0,35.380001,0,0,24,5,.00019999999,11,1,0,11,10,10
220780,1962,0,34.369999,0,0,24.6,5,.00019999999,12,1,0,12,11,11
220780,1963,0,33.130001,0,0,25.200001,5,.00019999999,13,1,0,13,12,12
220780,1964,0,32.59,0,0,25.799999,5,.00019999999,14,1,0,14,13,13
220780,1965,0,28.25,0,0,26.4,5,.00019999999,15,1,0,15,14,14
220780,1966,0,29.48,0,0,27,5,.00019999999,16,1,0,16,15,15
220780,1967,0,29.23,0,0,27.6,5,0,17,1,0,17,16,16
220780,1968,0,27.969999,0,0,28.200001,5,.00019999999,18,1,0,18,17,17
220780,1969,0,27.33,0,0,28.799999,7,0,19,1,0,19,18,18
220780,1970,0,26.059999,0,0,29.4,8,.00019999999,20,1,0,20,19,19
220780,1971,0,26.280001,0,0,30,8,0,21,1,0,21,20,20
220780,1972,0,26.120001,0,0,31.777779,8,.00019999999,22,1,0,22,21,21
220780,1973,0,26.870001,0,0,33.555557,8,0,23,1,0,23,22,22
220780,1974,0,26.219999,0,0,35.333332,8,.00019999999,24,1,0,24,23,23
220780,1975,0,24.74,0,0,37.111111,8,.00019999999,25,1,0,25,24,24
220780,1976,0,26.32,0,0,38.888889,8,.00019999999,26,1,0,26,25,25
220780,1978,0,25.68,0,0,40.666668,5,.00019999999,27,1,0,27,26,27
220780,1979,0,26.190001,0,0,42.444443,5,.00019999999,28,1,0,28,27,28
220780,1980,0,26.07,0,0,44.222221,5,.00019999999,29,1,0,29,28,29
220780,1981,0,23.620001,0,0,46,5,.00019999999,30,1,0,30,29,30
220780,1982,0,22.299999,0,0,46.200001,3,.00019999999,31,1,0,31,30,31
220780,1983,0,30.709999,0,0,46.400002,3,.00019999999,32,1,0,32,31,32
220780,1984,0,18.639999,0,0,46.599998,3,.00019999999,33,1,0,33,32,33
220780,1985,0,12.27,0,0,46.799999,3,.00019999999,34,1,0,34,33,34
220790,1964,0,38.639999,0,0,,-9,0,1,1,0,1,0,0
220790,1965,0,33.68,0,0,18.847059,-9,0,2,1,0,2,1,1
220790,1966,0,36.560001,0,0,19.325981,-9,0,3,1,0,3,2,2
220790,1967,0,38.23,0,0,19.804901,-9,0,4,1,0,4,3,3
220790,1968,0,37.400002,0,0,20.283823,-9,0,5,1,0,5,4,4
220790,1969,0,36.82,0,0,20.762745,-9,0,6,1,0,6,5,5
220790,1970,0,35.400002,0,0,21.241667,-9,0,7,1,0,7,6,6
220790,1971,0,33.549999,0,0,22,-9,0,8,1,0,8,7,7
220790,1972,0,33.040001,0,0,22.285715,-9,0,9,1,0,9,8,8
220790,1973,0,33.830002,0,0,22.571428,-9,0,10,1,0,10,9,9
220790,1974,0,33.869999,0,0,22.857143,-9,0,11,1,0,11,10,10
220790,1975,0,32,0,0,23.142857,-9,0,12,1,0,12,11,11
220790,1976,0,33.110001,0,0,23.428572,-9,0,13,1,0,13,12,12
220790,1977,0,32.470001,0,0,23.714285,-9,0,14,1,0,14,13,13
220790,1978,0,31.99,0,0,24,-9,0,15,1,0,15,14,14
220790,1979,0,32.950001,0,0,25.666666,-9,0,16,1,0,16,15,15
220790,1980,0,31.9,0,0,27.333334,-9,0,17,1,0,17,16,16
220790,1981,0,28.030001,0,0,29,-2,0,18,1,0,18,17,17
220790,1982,0,26.879999,0,0,28.6,-2,0,19,1,0,19,18,18
220790,1983,0,35.790001,0,0,28.200001,-2,0,20,1,0,20,19,19
220790,1984,0,21.790001,0,0,27.799999,-2,0,21,1,0,21,20,20
220790,1985,0,14.32,0,0,27.4,-2,0,22,1,0,22,21,21
220800,1951,0,10.71,0,0,,-3,0,1,1,0,1,0,0
220800,1952,1,11.37,0,1,24,-3,0,2,1,1,2,1,1
220800,1953,0,10.71,0,0,23.75,-3,0,3,1,0,3,2,0
220800,1954,0,11.44,1,0,23.5,-3,.00019999999,4,1,0,4,3,1
220800,1955,0,10.94,1,0,23.25,-3,0,5,1,0,5,4,2
220800,1956,0,11.55,1,0,23,-3,0,6,1,0,6,5,3
220800,1957,0,9.8900003,1,0,24,-3,.00019999999,7,1,0,7,6,4
220800,1958,0,10.19,1,0,25,-7,.00019999999,8,1,0,8,7,5
220800,1959,0,9.9499998,1,0,26,-7,.00019999999,9,1,0,9,8,6
220800,1960,0,10.26,1,0,27,-7,.00019999999,10,1,0,10,9,7
220800,1961,0,9.3599997,1,0,28,-7,0,11,1,0,11,10,8
220800,1962,0,9.1999998,1,0,29.222221,-7,.00019999999,12,1,0,12,11,9
220800,1963,0,8.9399996,1,0,30.444445,-7,.00039999999,13,1,0,13,12,10
220800,1964,0,9.04,1,0,31.666666,-7,.00039999999,14,1,0,14,13,11
220800,1965,0,7.0500002,1,0,32.888889,-7,.00019999999,15,1,0,15,14,12
220800,1966,0,7.1199999,1,0,34.111111,-7,.00019999999,16,1,0,16,15,13
220800,1967,0,7.0700002,1,0,35.333332,-7,.00019999999,17,1,0,17,16,14
220800,1969,0,6.3699999,1,0,36.555557,2,.00019999999,18,1,0,18,17,16
220800,1970,0,6.1199999,1,0,37.777779,2,.00019999999,19,1,0,19,18,17
220800,1971,0,5.9000001,1,0,39,-7,.00019999999,20,1,0,20,19,18
220800,1972,0,6.21,1,0,40.42857,-7,.00019999999,21,1,0,21,20,19
220800,1975,0,5.1900001,1,0,41.857143,8,.00060000003,22,1,0,22,21,22
220800,1976,0,5.27,1,0,43.285713,-7,.00039999999,23,1,0,23,22,23
220800,1978,0,4.96,0,0,44.714287,2,.00060000003,24,1,0,24,23,25
220800,1979,0,4.96,0,0,46.142857,2,.00079999998,25,1,0,25,24,26
220800,1980,0,4.8099999,1,0,47.57143,2,.001,26,1,0,26,25,27
220800,1981,0,4.29,1,0,49,2,.00060000003,27,1,0,27,26,28
220800,1982,0,4.1500001,1,0,48.599998,2,.00079999998,28,1,0,28,27,29
220800,1983,0,5.9000001,1,0,48.200001,2,.00060000003,29,1,0,29,28,30
220800,1984,0,3.3800001,1,0,47.799999,2,.00060000003,30,1,0,30,29,31
220800,1985,0,2.29,1,0,47.400002,2,.00060000003,31,1,0,31,30,32
220820,1964,0,19.58,0,0,,5,0,1,1,0,1,0,0
220820,1965,0,25.040001,0,0,24.976471,5,0,2,1,0,2,1,1
220820,1966,0,19.84,0,0,25.941177,5,0,3,1,0,3,2,2
220820,1967,0,19.33,0,0,26.905882,5,.00060000003,4,1,0,4,3,3
220820,1968,0,18.879999,0,0,27.870588,5,.00060000003,5,1,0,5,4,4
220820,1969,0,18.57,0,0,28.835295,3,.00039999999,6,1,0,6,5,5
220820,1970,0,17.950001,0,0,29.799999,3,.00060000003,7,1,0,7,6,6
220820,1971,0,17.309999,0,0,32,8,.00060000003,8,1,0,8,7,7
220820,1972,0,16.67,0,0,32.42857,8,.00060000003,9,1,0,9,8,8
220820,1973,0,16.18,0,0,32.857143,8,.00039999999,10,1,0,10,9,9
220820,1974,0,15.03,0,0,33.285713,8,.00079999998,11,1,0,11,10,10
220820,1975,0,13.83,0,0,33.714287,8,.001,12,1,0,12,11,11
220820,1976,0,14.52,0,0,34.142857,8,.00060000003,13,1,0,13,12,12
220820,1977,0,13.26,0,0,34.57143,8,.001,14,1,0,14,13,13
220820,1978,0,12.79,0,0,35,8,.00079999998,15,1,0,15,14,14
220820,1979,0,12.41,0,0,38,8,.001,16,1,0,16,15,15
220820,1980,0,11.76,0,0,41,8,.0012000001,17,1,0,17,16,16
220820,1981,0,9.1099997,0,0,44,8,.0014,18,1,0,18,17,17
220820,1982,0,8.9300003,0,0,43.799999,8,.0016,19,1,0,19,18,18
220820,1983,0,13.82,0,0,43.599998,8,.00079999998,20,1,0,20,19,19
220820,1984,0,8.0200005,0,0,43.400002,8,.00079999998,21,1,0,21,20,20
220820,1985,0,6.7800002,0,0,43.200001,8,.00079999998,22,1,0,22,21,21
220830,1965,0,42.919998,0,0,,-2,0,1,1,0,1,0,0
220830,1966,0,46.310001,0,0,20.083334,-2,0,2,1,0,2,1,1
220830,1967,0,37.290001,0,0,20.966667,-2,0,3,1,0,3,2,2
220830,1968,0,33.689999,0,0,21.85,-2,0,4,1,0,4,3,3
220830,1969,0,29.360001,0,0,22.733334,-2,0,5,1,0,5,4,4
220830,1970,0,26.18,0,0,23.616667,-2,.00019999999,6,1,0,6,5,5
220830,1971,0,28.26,0,0,25,-2,.00019999999,7,1,0,7,6,6
220830,1972,0,27.85,0,0,25.571428,-2,.00019999999,8,1,0,8,7,7
220830,1973,0,26.77,0,0,26.142857,-2,.00019999999,9,1,0,9,8,8
220830,1974,0,25.780001,0,0,26.714285,-2,.00039999999,10,1,0,10,9,9
220830,1975,0,22.33,0,0,27.285715,-2,.00060000003,11,1,0,11,10,10
220830,1976,0,22.75,0,0,27.857143,-2,.00060000003,12,1,0,12,11,11
220830,1977,0,21.49,0,0,28.428572,-2,.00060000003,13,1,0,13,12,12
220830,1978,0,20.76,0,0,29,-2,.00079999998,14,1,0,14,13,13
220830,1979,0,20.09,0,0,31.666666,-2,.00060000003,15,1,0,15,14,14
220830,1980,0,21.16,0,0,34.333332,-2,.001,16,1,0,16,15,15
220830,1981,0,18.950001,0,0,37,-2,.0014,17,1,0,17,16,16
220830,1982,0,16.82,0,0,36.599998,-2,.0012000001,18,1,0,18,17,17
220830,1983,0,26.790001,0,0,36.200001,-2,.0012000001,19,1,0,19,18,18
220830,1984,0,14.47,0,0,35.799999,-2,.0012000001,20,1,0,20,19,19
220830,1985,0,13.62,0,0,35.400002,-2,.001,21,1,0,21,20,20
220840,1951,0,10.02,1,0,,5,0,1,1,0,1,0,0
220840,1952,0,10.51,1,0,22,5,.00019999999,2,1,0,2,1,1
220840,1953,0,9.9899998,1,0,22.5,5,0,3,1,0,3,2,2
220840,1954,0,10.3,1,0,23,5,0,4,1,0,4,3,3
220840,1955,0,9.7200003,1,0,23.5,5,0,5,1,0,5,4,4
220840,1956,0,10.25,1,0,24,5,.00019999999,6,1,0,6,5,5
220840,1957,0,9.8400002,1,0,24.6,5,.00019999999,7,1,0,7,6,6
220840,1958,0,10.03,1,0,25.200001,5,.00019999999,8,1,0,8,7,7
220840,1959,0,9.79,1,0,25.799999,5,.00019999999,9,1,0,9,8,8
220840,1960,0,9.8699999,1,0,26.4,5,.00019999999,10,1,0,10,9,9
220840,1961,0,9.5900002,1,0,27,5,.00019999999,11,1,0,11,10,10
220840,1962,0,9.3599997,1,0,27.6,5,.00019999999,12,1,0,12,11,11
220840,1963,0,9.0500002,1,0,28.200001,5,.00019999999,13,1,0,13,12,12
220840,1964,0,8.2200003,1,0,28.799999,5,.00019999999,14,1,0,14,13,13
220840,1965,0,7.1700001,1,0,29.4,5,.00019999999,15,1,0,15,14,14
220840,1966,0,7.5100002,1,0,30,5,.00019999999,16,1,0,16,15,15
220840,1967,0,7.3600001,1,0,30.6,5,.00019999999,17,1,0,17,16,16
220840,1968,0,6.9499998,1,0,31.200001,5,.00019999999,18,1,0,18,17,17
220840,1969,0,6.7800002,1,0,31.799999,2,.00019999999,19,1,0,19,18,18
220840,1970,0,6.3899999,1,0,32.400002,2,.00019999999,20,1,0,20,19,19
220840,1971,0,6.6999998,1,0,33,2,.00019999999,21,1,0,21,20,20
220840,1972,0,6.7600002,1,0,33.285713,-9,.00019999999,22,1,0,22,21,21
220840,1973,0,6.5599999,1,0,33.57143,-9,.00019999999,23,1,0,23,22,22
220840,1974,0,6.27,1,0,33.857143,-9,.00019999999,24,1,0,24,23,23
220840,1975,0,5.8200002,1,0,34.142857,-9,.00039999999,25,1,0,25,24,24
220840,1976,0,5.8000002,1,0,34.42857,-9,.00039999999,26,1,0,26,25,25
220840,1977,0,5.4200001,0,0,34.714287,-9,.00060000003,27,1,0,27,26,26
220840,1978,0,5.27,1,0,35,-9,.00060000003,28,1,0,28,27,27
220840,1979,0,5.3699999,0,0,40,-9,.00060000003,29,1,0,29,28,28
220840,1980,0,5.3099999,1,0,45,-9,.00079999998,30,1,0,30,29,29
220840,1981,0,4.8299999,1,0,50,-8,.00060000003,31,1,0,31,30,30
220840,1982,0,4.6300001,1,0,50,-7,.00060000003,32,1,0,32,31,31
220840,1983,0,6.7800002,1,0,50,-6,.00039999999,33,1,0,33,32,32
220840,1984,0,4.1100001,1,0,50,-6,.00060000003,34,1,0,34,33,33
220840,1985,0,2.75,1,0,50,-6,.00039999999,35,1,0,35,34,34
220850,1963,0,2.21,0,0,,-5,.00019999999,1,1,0,1,0,0
220850,1964,0,2.1199999,0,0,31.277941,-5,.00019999999,2,1,0,2,1,1
220850,1965,0,4.2600002,0,0,32.194118,-5,.00019999999,3,1,0,3,2,2
220850,1966,0,2.1199999,0,0,33.110294,-6,.00039999999,4,1,0,4,3,3
220850,1967,0,2.04,0,0,34.02647,-7,.00039999999,5,1,0,5,4,4
220850,1968,0,1.88,0,0,34.942646,-7,.00019999999,6,1,0,6,5,5
220850,1969,0,1.9,0,0,35.858822,-7,.00019999999,7,1,0,7,6,6
220850,1970,0,1.8200001,0,0,36.775002,-7,.00019999999,8,1,0,8,7,7
220850,1971,0,2.04,0,0,41,-7,.00019999999,9,1,0,9,8,8
220850,1972,0,2.04,0,0,40.714287,-7,.00019999999,10,1,0,10,9,9
220850,1973,0,2.0599999,0,0,40.42857,-7,.00019999999,11,1,0,11,10,10
220850,1974,0,1.65,0,0,40.142857,-7,.00039999999,12,1,0,12,11,11
220850,1975,0,1.9400001,0,0,39.857143,-7,.00060000003,13,1,0,13,12,12
220850,1976,0,2,0,0,39.57143,-7,.00060000003,14,1,0,14,13,13
220850,1977,0,1.92,0,0,39.285713,-7,.001,15,1,0,15,14,14
220850,1978,0,1.9,0,0,39,-7,.001,16,1,0,16,15,15
220850,1979,0,1.99,0,0,43,-7,.00079999998,17,1,0,17,16,16
220850,1980,0,1.96,0,0,47,-7,.001,18,1,0,18,17,17
220850,1981,0,1.74,0,0,51,-7,.0012000001,19,1,0,19,18,18
220850,1982,0,1.6799999,0,0,50.799999,-7,.001,20,1,0,20,19,19
220850,1983,0,2.3399999,0,0,50.599998,-7,.0016,21,1,0,21,20,20
220850,1984,0,1.4,0,0,50.400002,-7,.001,22,1,0,22,21,21
220850,1985,0,1.03,0,0,50.200001,-7,.00079999998,23,1,0,23,22,22
220900,1951,0,4.5900002,1,0,,10,.0041999999,1,1,0,1,0,0
220900,1952,0,4.6900001,1,0,38,10,.0062000002,2,1,0,2,1,1
220900,1953,0,4.4200001,1,0,38,10,.0034,3,1,0,3,2,2
220900,1954,0,4.4000001,1,0,38,10,.0046000001,4,1,0,4,3,3
220900,1955,1,4.4899998,1,0,38,10,.0041999999,5,1,0,5,4,4
220900,1956,0,4.8299999,1,0,38,10,.0040000002,6,1,0,6,5,5
220900,1957,0,4.8499999,1,0,39,10,.0035999999,7,1,0,7,6,6
220900,1958,0,4.8299999,1,0,40,5,.0040000002,8,1,0,8,7,7
220900,1959,0,4.8099999,1,0,41,5,.0024000001,9,1,0,9,8,8
220900,1960,0,4.8099999,1,0,42,5,.0022,10,1,0,10,9,9
220900,1961,0,4.3499999,1,0,43,5,.0024000001,11,1,0,11,10,10
220900,1962,0,4.1900001,1,0,43.599998,5,.0020000001,12,1,0,12,11,11
220900,1963,0,4.0500002,1,0,44.200001,5,.0020000001,13,1,0,13,12,12
220900,1964,0,4,1,0,44.799999,5,.0020000001,14,1,0,14,13,13
220900,1965,0,3.45,1,0,45.400002,5,.0020000001,15,1,0,15,14,14
220900,1966,0,3.4100001,1,0,46,5,.0018,16,1,0,16,15,15
220900,1967,0,3.24,1,0,46.599998,5,.0022,17,1,0,17,16,16
220900,1968,0,3.1600001,1,0,47.200001,5,.0018,18,1,0,18,17,17
220900,1969,0,3.1700001,1,0,47.799999,8,.0016,19,1,0,19,18,18
220900,1970,0,3.04,1,0,48.400002,8,.0014,20,1,0,20,19,19
220900,1971,0,3.1199999,1,0,49,8,.0014,21,1,0,21,20,20
220900,1972,0,3.24,1,0,50.42857,8,.0012000001,22,1,0,22,21,21
220900,1973,0,3.27,1,0,51.857143,8,.0016,23,1,0,23,22,22
220900,1974,0,3.1500001,1,0,53.285713,8,.0018,24,1,0,24,23,23
220900,1975,0,2.8800001,1,0,54.714287,8,.0020000001,25,1,0,25,24,24
220900,1976,0,3.01,1,0,56.142857,8,.0016,26,1,0,26,25,25
220900,1977,0,3.0699999,1,0,57.57143,8,.0020000001,27,1,0,27,26,26
220900,1978,0,3.0799999,1,0,59,8,.0018,28,1,0,28,27,27
220900,1979,0,3.23,1,0,61,8,.0018,29,1,0,29,28,28
220900,1980,0,3.1600001,1,0,63,8,.0020000001,30,1,0,30,29,29
220900,1981,0,2.8499999,1,0,65,8,.0018,31,1,0,31,30,30
220900,1982,0,2.6700001,1,0,65.599998,8,.0022,32,1,0,32,31,31
220900,1983,0,5.23,1,0,66.199997,8,.0018,33,1,0,33,32,32
220900,1984,0,2.96,1,0,66.800003,8,.0016,34,1,0,34,33,33
220900,1985,0,1.63,1,0,67.400002,8,.0018,35,1,0,35,34,34
220910,1976,0,140.78999,0,0,,8,0,1,1,0,1,0,0
220910,1977,0,139.28999,0,0,16.444445,8,0,2,1,0,2,1,1
220910,1978,0,122.46,0,0,15,8,0,3,1,0,3,2,2
220910,1979,0,125.72,0,0,18.666666,8,0,4,1,0,4,3,3
220910,1980,0,125.55,0,0,22.333334,8,0,5,1,0,5,4,4
220910,1981,0,114.31,0,0,26,8,0,6,1,0,6,5,5
220910,1982,0,115.98,0,0,26.6,8,0,7,1,0,7,6,6
220910,1983,0,168.92,0,0,27.200001,8,0,8,1,0,8,7,7
220910,1984,0,323,0,0,27.799999,8,0,9,1,0,9,8,8
220910,1985,0,264.31,0,0,28.4,8,0,10,1,0,10,9,9
220920,1951,0,39.419998,1,0,,10,.001,1,1,0,1,0,0
220920,1952,0,39.360001,1,0,29,10,.0014,2,1,0,2,1,1
220920,1953,0,37.310001,1,0,29.75,10,.0012000001,3,1,0,3,2,2
220920,1954,0,39.41,1,0,30.5,10,.0014,4,1,0,4,3,3
220920,1955,1,38.880001,1,0,31.25,10,.0012000001,5,1,0,5,4,4
220920,1956,0,41.43,1,0,32,10,.0012000001,6,1,0,6,5,5
220920,1957,0,41.48,1,0,32,10,.001,7,1,0,7,6,6
220920,1958,0,44.32,1,0,32,5,.0014,8,1,0,8,7,7
220920,1959,0,43.310001,1,0,32,5,.00079999998,9,1,0,9,8,8
220920,1960,0,43.400002,1,0,32,5,.00079999998,10,1,0,10,9,9
220920,1961,0,39.599998,1,0,32,5,.001,11,1,0,11,10,10
220920,1962,0,40.049999,1,0,32.799999,5,.00079999998,12,1,0,12,11,11
220920,1963,0,39.040001,1,0,33.599998,5,.00079999998,13,1,0,13,12,12
220920,1964,0,37.099998,1,0,34.400002,5,.00079999998,14,1,0,14,13,13
220920,1965,0,34.34,1,0,35.200001,5,.00079999998,15,1,0,15,14,14
220920,1966,0,33.529999,1,0,36,5,.00060000003,16,1,0,16,15,15
220920,1967,0,33.889999,1,0,36.799999,5,.00060000003,17,1,0,17,16,16
220920,1968,0,34.470001,1,0,37.599998,5,.00039999999,18,1,0,18,17,17
220920,1969,0,35.139999,1,0,38.400002,8,.00039999999,19,1,0,19,18,18
220920,1970,0,34.360001,1,0,39.200001,8,.00039999999,20,1,0,20,19,19
220920,1971,0,36.669998,1,0,40,8,.00039999999,21,1,0,21,20,20
220920,1972,0,36.419998,1,0,39.857143,8,.00039999999,22,1,0,22,21,21
220920,1973,0,36.09,1,0,39.714287,8,.00039999999,23,1,0,23,22,22
220920,1974,0,35.279999,1,0,39.57143,8,.00060000003,24,1,0,24,23,23
220920,1975,0,34.369999,1,0,39.42857,8,.00060000003,25,1,0,25,24,24
220920,1976,0,36.439999,1,0,39.285713,8,.00039999999,26,1,0,26,25,25
220920,1977,0,36.09,1,0,39.142857,8,.00039999999,27,1,0,27,26,26
220920,1978,0,35.959999,1,0,39,8,.00039999999,28,1,0,28,27,27
220920,1979,0,37.09,1,0,42.666668,8,.00039999999,29,1,0,29,28,28
220920,1980,0,38.18,1,0,46.333332,8,.00039999999,30,1,0,30,29,29
220920,1981,0,35.720001,1,0,50,8,.00039999999,31,1,0,31,30,30
220920,1982,0,32.720001,1,0,50,8,.00039999999,32,1,0,32,31,31
220920,1983,0,70.540001,1,0,50,8,.00039999999,33,1,0,33,32,32
220920,1984,0,39.610001,1,0,50,8,.00039999999,34,1,0,34,33,33
220920,1985,0,38.779999,1,1,50,8,.00039999999,35,1,1,35,34,34
225260,1955,1,20.860001,0,0,,10,.0082,1,1,0,1,0,0
225260,1956,1,21.08,0,0,49,10,.0089999996,2,1,0,2,1,1
225260,1957,1,20.709999,0,0,49.599998,10,.0093999999,3,1,0,3,2,2
225260,1958,1,20.42,0,0,50.200001,10,.0098000001,4,1,0,4,3,3
225260,1959,1,22.780001,0,0,50.799999,10,.0089999996,5,1,0,5,4,4
225260,1960,1,23.23,0,0,51.400002,10,.0099999998,6,1,0,6,5,5
225260,1961,1,22.58,0,0,52,10,.0108,7,1,0,7,6,6
225260,1962,1,22.139999,0,0,53.799999,10,.012,8,1,0,8,7,7
225260,1963,1,21.32,0,0,55.599998,10,.0126,9,1,0,9,8,8
225260,1964,1,21.93,0,0,57.400002,10,.0128,10,1,0,10,9,9
225260,1965,1,22.370001,0,0,59.200001,10,.0124,11,1,0,11,10,10
